Area_Name,Year,Subgroup,Victims_Upto_10_Yrs,Victims_Between_10-14_Yrs,Victims_Between_14-18_Yrs,Victims_Between_18-30_Yrs,Victims_Between_30-50_Yrs,Victims_Above_50_Yrs,Rape_Cases_Reported,Victims_of_Rape_Total
Nagaland,2010,Victims of Incest Rape,0,0,1,0,0,0,1,1
Nagaland,2010,Victims of Other Rape,1,1,1,6,6,0,15,15
Odisha,2001,Total Rape Victims,8,9,297,402,74,0,790,790
Odisha,2001,Victims of Incest Rape,0,0,3,1,0,0,4,4
Odisha,2001,Victims of Other Rape,8,9,294,401,74,0,786,786
Odisha,2002,Total Rape Victims,12,9,0,614,56,0,691,691
Odisha,2002,Victims of Incest Rape,0,1,0,0,0,0,1,1
Odisha,2002,Victims of Other Rape,12,8,0,614,56,0,690,690
Odisha,2003,Total Rape Victims,5,18,32,586,83,1,725,725
Odisha,2003,Victims of Incest Rape,0,0,0,0,0,0,0,0
Odisha,2003,Victims of Other Rape,5,18,32,586,83,1,725,725
Odisha,2004,Total Rape Victims,27,2,2,616,123,0,770,770
Odisha,2004,Victims of Incest Rape,0,1,0,0,0,0,1,1
Odisha,2004,Victims of Other Rape,27,1,2,616,123,0,769,769
Odisha,2005,Total Rape Victims,18,0,10,636,132,3,799,799
Odisha,2005,Victims of Incest Rape,0,0,0,6,1,0,7,7
Odisha,2005,Victims of Other Rape,18,0,10,630,131,3,792,792
Odisha,2006,Total Rape Victims,23,51,27,730,152,2,985,985
Odisha,2006,Victims of Incest Rape,0,0,0,0,0,0,0,0
Odisha,2006,Victims of Other Rape,23,51,27,730,152,2,985,985
Odisha,2007,Total Rape Victims,9,41,42,659,188,0,939,939
Odisha,2007,Victims of Incest Rape,0,0,0,0,0,0,0,0
Odisha,2007,Victims of Other Rape,9,41,42,659,188,0,939,939
Odisha,2008,Total Rape Victims,17,27,24,645,388,12,1113,1113
Odisha,2008,Victims of Incest Rape,2,0,1,13,1,0,17,17
Odisha,2008,Victims of Other Rape,15,27,23,632,387,12,1096,1096
Odisha,2009,Total Rape Victims,6,24,57,747,182,7,1023,1023
Odisha,2009,Victims of Incest Rape,0,1,0,5,0,0,6,6
Odisha,2009,Victims of Other Rape,6,23,57,742,182,7,1017,1017
Odisha,2010,Total Rape Victims,13,17,44,787,159,5,1025,1025
Odisha,2010,Victims of Incest Rape,2,12,21,2,0,0,37,37
Odisha,2010,Victims of Other Rape,11,5,23,785,159,5,988,988
Puducherry,2001,Total Rape Victims,3,2,2,1,1,0,9,9
Puducherry,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2001,Victims of Other Rape,3,2,2,1,1,0,9,9
Puducherry,2002,Total Rape Victims,1,0,3,2,0,0,6,6
Puducherry,2002,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2002,Victims of Other Rape,1,0,3,2,0,0,6,6
Puducherry,2003,Total Rape Victims,1,0,0,1,0,0,2,2
Puducherry,2003,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2003,Victims of Other Rape,1,0,0,1,0,0,2,2
Puducherry,2004,Total Rape Victims,0,0,4,0,0,0,4,4
Puducherry,2004,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2004,Victims of Other Rape,0,0,4,0,0,0,4,4
Puducherry,2005,Total Rape Victims,1,0,2,3,0,0,6,6
Puducherry,2005,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2005,Victims of Other Rape,1,0,2,3,0,0,6,6
Puducherry,2006,Total Rape Victims,2,1,5,1,0,0,9,9
Puducherry,2006,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2006,Victims of Other Rape,2,1,5,1,0,0,9,9
Puducherry,2007,Total Rape Victims,1,0,2,6,0,0,9,9
Puducherry,2007,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2007,Victims of Other Rape,1,0,2,6,0,0,9,9
Puducherry,2008,Total Rape Victims,0,1,3,3,1,0,8,8
Puducherry,2008,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2008,Victims of Other Rape,0,1,3,3,1,0,8,8
Puducherry,2009,Total Rape Victims,0,0,1,0,0,0,1,1
Puducherry,2009,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2009,Victims of Other Rape,0,0,1,0,0,0,1,1
Puducherry,2010,Total Rape Victims,0,0,3,0,0,0,3,3
Puducherry,2010,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2010,Victims of Other Rape,0,0,3,0,0,0,3,3
Punjab,2001,Total Rape Victims,8,30,137,98,24,1,298,298
Punjab,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
Punjab,2001,Victims of Other Rape,8,30,137,98,24,1,298,298
Punjab,2002,Total Rape Victims,8,12,32,213,33,1,299,299
Punjab,2002,Victims of Incest Rape,0,0,2,2,0,0,4,4
Punjab,2002,Victims of Other Rape,8,12,30,211,33,1,295,295
Punjab,2003,Total Rape Victims,6,14,34,262,63,1,380,380
Punjab,2003,Victims of Incest Rape,0,2,2,5,0,0,9,9
Punjab,2003,Victims of Other Rape,6,12,32,257,63,1,371,371
Punjab,2004,Total Rape Victims,7,12,35,262,74,0,390,390
Punjab,2004,Victims of Incest Rape,0,2,6,45,12,0,65,65
Punjab,2004,Victims of Other Rape,7,10,29,217,62,0,325,325
Punjab,2005,Total Rape Victims,9,19,23,239,108,0,398,398
Punjab,2005,Victims of Incest Rape,2,1,11,25,11,0,50,50
Punjab,2005,Victims of Other Rape,7,18,12,214,97,0,348,348
Punjab,2006,Total Rape Victims,14,19,26,319,64,0,442,442
Punjab,2006,Victims of Incest Rape,0,0,0,1,0,0,1,1
Punjab,2006,Victims of Other Rape,14,19,26,318,64,0,441,441
Punjab,2007,Total Rape Victims,26,38,71,302,79,3,519,519
Punjab,2007,Victims of Incest Rape,0,0,6,1,0,0,7,7
Punjab,2007,Victims of Other Rape,26,38,65,301,79,3,512,512
Punjab,2008,Total Rape Victims,27,36,45,359,47,5,517,519
Punjab,2008,Victims of Incest Rape,0,0,0,1,1,0,2,2
Punjab,2008,Victims of Other Rape,27,36,45,358,46,5,515,517
Punjab,2009,Total Rape Victims,34,48,131,258,43,1,511,515
Punjab,2009,Victims of Incest Rape,0,2,3,3,0,0,8,8
Punjab,2009,Victims of Other Rape,34,46,128,255,43,1,503,507
Punjab,2010,Total Rape Victims,23,39,83,346,55,1,546,547
Punjab,2010,Victims of Incest Rape,1,4,7,5,0,0,17,17
Punjab,2010,Victims of Other Rape,22,35,76,341,55,1,529,530
Rajasthan,2001,Total Rape Victims,16,44,229,606,147,7,1049,1049
Rajasthan,2001,Victims of Incest Rape,1,1,7,8,1,0,18,18
Rajasthan,2001,Victims of Other Rape,15,43,222,598,146,7,1031,1031
Rajasthan,2002,Total Rape Victims,5,8,25,788,220,5,1051,1051
Rajasthan,2002,Victims of Incest Rape,0,3,9,13,5,1,31,31
Rajasthan,2002,Victims of Other Rape,5,5,16,775,215,4,1020,1020
Rajasthan,2003,Total Rape Victims,7,11,31,751,243,7,1050,1050
Rajasthan,2003,Victims of Incest Rape,1,0,2,24,5,0,32,32
Rajasthan,2003,Victims of Other Rape,6,11,29,727,238,7,1018,1018
Rajasthan,2004,Total Rape Victims,10,41,86,645,249,7,1038,1038
Rajasthan,2004,Victims of Incest Rape,0,6,7,17,9,0,39,39
Rajasthan,2004,Victims of Other Rape,10,35,79,628,240,7,999,999
Rajasthan,2005,Total Rape Victims,21,44,181,515,216,16,993,993
Rajasthan,2005,Victims of Incest Rape,0,5,10,11,7,0,33,33
Rajasthan,2005,Victims of Other Rape,21,39,171,504,209,16,960,960
Rajasthan,2006,Total Rape Victims,34,80,197,555,214,5,1085,1085
Rajasthan,2006,Victims of Incest Rape,1,3,12,22,4,0,42,42
Rajasthan,2006,Victims of Other Rape,33,77,185,533,210,5,1043,1043
Rajasthan,2007,Total Rape Victims,41,79,286,639,187,8,1238,1240
Rajasthan,2007,Victims of Incest Rape,3,7,13,15,3,1,42,42
Rajasthan,2007,Victims of Other Rape,38,72,273,624,184,7,1196,1198
Rajasthan,2008,Total Rape Victims,29,116,275,706,219,10,1355,1355
Rajasthan,2008,Victims of Incest Rape,2,6,7,21,4,0,40,40
Rajasthan,2008,Victims of Other Rape,27,110,268,685,215,10,1315,1315
Rajasthan,2009,Total Rape Victims,28,55,288,856,289,4,1519,1520
Rajasthan,2009,Victims of Incest Rape,2,3,7,20,4,0,36,36
Rajasthan,2009,Victims of Other Rape,26,52,281,836,285,4,1483,1484
Rajasthan,2010,Total Rape Victims,37,72,277,805,346,36,1571,1573
Rajasthan,2010,Victims of Incest Rape,2,2,6,10,4,0,24,24
Rajasthan,2010,Victims of Other Rape,35,70,271,795,342,36,1547,1549
Sikkim,2001,Total Rape Victims,1,0,4,2,1,0,8,8
Sikkim,2001,Victims of Incest Rape,1,0,0,0,0,0,1,1
Sikkim,2001,Victims of Other Rape,0,0,4,2,1,0,7,7
Sikkim,2002,Total Rape Victims,0,2,2,2,0,0,6,6
Sikkim,2002,Victims of Incest Rape,0,1,0,0,0,0,1,1
Sikkim,2002,Victims of Other Rape,0,1,2,2,0,0,5,5
Sikkim,2003,Total Rape Victims,4,4,1,1,0,0,10,10
Sikkim,2003,Victims of Incest Rape,0,0,0,0,0,0,0,0
Sikkim,2003,Victims of Other Rape,4,4,1,1,0,0,10,10
Sikkim,2004,Total Rape Victims,0,1,1,0,2,0,3,4
Sikkim,2004,Victims of Incest Rape,0,0,0,0,0,0,0,0
Sikkim,2004,Victims of Other Rape,0,1,1,0,2,0,3,4
Sikkim,2005,Total Rape Victims,4,5,7,2,2,0,18,20
Sikkim,2005,Victims of Incest Rape,0,1,0,0,0,0,1,1
Sikkim,2005,Victims of Other Rape,4,4,7,2,2,0,17,19
Sikkim,2006,Total Rape Victims,8,4,5,3,0,0,20,20
Sikkim,2006,Victims of Incest Rape,0,0,0,0,0,0,0,0
Sikkim,2006,Victims of Other Rape,8,4,5,3,0,0,20,20
Sikkim,2007,Total Rape Victims,10,3,5,5,1,0,24,24
Sikkim,2007,Victims of Incest Rape,3,0,1,0,0,0,4,4
Sikkim,2007,Victims of Other Rape,7,3,4,5,1,0,20,20
Sikkim,2008,Total Rape Victims,9,3,1,8,0,0,20,21
Sikkim,2008,Victims of Incest Rape,1,0,0,0,0,0,1,1
Sikkim,2008,Victims of Other Rape,8,3,1,8,0,0,19,20
Sikkim,2009,Total Rape Victims,4,5,5,2,2,0,18,18
Sikkim,2009,Victims of Incest Rape,0,0,0,0,0,0,0,0
Sikkim,2009,Victims of Other Rape,4,5,5,2,2,0,18,18
Sikkim,2010,Total Rape Victims,6,7,2,1,2,0,18,18
Sikkim,2010,Victims of Incest Rape,1,1,0,0,0,0,2,2
Sikkim,2010,Victims of Other Rape,5,6,2,1,2,0,16,16
Tamil Nadu,2001,Total Rape Victims,6,15,174,192,34,2,423,423
Tamil Nadu,2001,Victims of Incest Rape,0,2,4,13,2,0,21,21
Tamil Nadu,2001,Victims of Other Rape,6,13,170,179,32,2,402,402
Tamil Nadu,2002,Total Rape Victims,15,8,6,465,39,1,534,534
Tamil Nadu,2002,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Victims of Other Rape,15,8,6,465,39,1,534,534
Tamil Nadu,2003,Total Rape Victims,12,14,21,360,149,1,557,557
Tamil Nadu,2003,Victims of Incest Rape,3,7,17,12,1,0,40,40
Tamil Nadu,2003,Victims of Other Rape,9,7,4,348,148,1,517,517
Tamil Nadu,2004,Total Rape Victims,34,50,85,417,30,3,618,619
Tamil Nadu,2004,Victims of Incest Rape,0,0,7,29,0,0,36,36
Tamil Nadu,2004,Victims of Other Rape,34,50,78,388,30,3,582,583
Tamil Nadu,2005,Total Rape Victims,29,28,58,396,60,0,571,571
Tamil Nadu,2005,Victims of Incest Rape,1,0,0,8,2,0,11,11
Tamil Nadu,2005,Victims of Other Rape,28,28,58,388,58,0,560,560
Tamil Nadu,2006,Total Rape Victims,23,34,68,275,55,2,457,457
Tamil Nadu,2006,Victims of Incest Rape,0,1,0,0,0,0,1,1
Tamil Nadu,2006,Victims of Other Rape,23,33,68,275,55,2,456,456
Tamil Nadu,2007,Total Rape Victims,20,41,89,346,35,1,523,532
Tamil Nadu,2007,Victims of Incest Rape,1,0,1,0,0,0,2,2
Tamil Nadu,2007,Victims of Other Rape,19,41,88,346,35,1,521,530
Tamil Nadu,2008,Total Rape Victims,27,29,131,340,46,0,573,573
Tamil Nadu,2008,Victims of Incest Rape,1,0,0,0,0,0,1,1
Tamil Nadu,2008,Victims of Other Rape,26,29,131,340,46,0,572,572
Tamil Nadu,2009,Total Rape Victims,28,34,120,390,22,2,596,596
Tamil Nadu,2009,Victims of Incest Rape,1,0,3,0,0,0,4,4
Tamil Nadu,2009,Victims of Other Rape,27,34,117,390,22,2,592,592
Tamil Nadu,2010,Total Rape Victims,21,50,139,411,66,0,686,687
Tamil Nadu,2010,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tamil Nadu,2010,Victims of Other Rape,21,50,139,411,66,0,686,687
Tripura,2001,Total Rape Victims,0,0,50,47,5,0,102,102
Tripura,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2001,Victims of Other Rape,0,0,50,47,5,0,102,102
Tripura,2002,Total Rape Victims,0,0,0,98,10,0,108,108
Tripura,2002,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2002,Victims of Other Rape,0,0,0,98,10,0,108,108
Tripura,2003,Total Rape Victims,0,0,0,102,12,0,114,114
Tripura,2003,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2003,Victims of Other Rape,0,0,0,102,12,0,114,114
Tripura,2004,Total Rape Victims,7,7,14,109,23,0,160,160
Tripura,2004,Victims of Incest Rape,0,0,1,0,0,0,1,1
Tripura,2004,Victims of Other Rape,7,7,13,109,23,0,159,159
Tripura,2005,Total Rape Victims,3,13,4,129,13,0,162,162
Tripura,2005,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2005,Victims of Other Rape,3,13,4,129,13,0,162,162
Tripura,2006,Total Rape Victims,0,4,34,135,17,1,189,191
Tripura,2006,Victims of Incest Rape,0,0,4,0,0,0,4,4
Tripura,2006,Victims of Other Rape,0,4,30,135,17,1,185,187
Tripura,2007,Total Rape Victims,3,14,16,113,11,0,157,157
Tripura,2007,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2007,Victims of Other Rape,3,14,16,113,11,0,157,157
Tripura,2008,Total Rape Victims,16,23,65,96,4,0,204,204
Tripura,2008,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2008,Victims of Other Rape,16,23,65,96,4,0,204,204
Tripura,2009,Total Rape Victims,10,22,51,79,28,0,190,190
Tripura,2009,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2009,Victims of Other Rape,10,22,51,79,28,0,190,190
Tripura,2010,Total Rape Victims,19,27,61,93,38,0,238,238
Tripura,2010,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2010,Victims of Other Rape,19,27,61,93,38,0,238,238
Uttar Pradesh,2001,Total Rape Victims,34,122,406,1082,314,0,1958,1958
Uttar Pradesh,2001,Victims of Incest Rape,0,2,0,1,0,0,3,3
Uttar Pradesh,2001,Victims of Other Rape,34,120,406,1081,314,0,1955,1955
Uttar Pradesh,2002,Total Rape Victims,38,111,271,775,220,0,1415,1415
Uttar Pradesh,2002,Victims of Incest Rape,1,1,2,8,0,0,12,12
Uttar Pradesh,2002,Victims of Other Rape,37,110,269,767,220,0,1403,1403
Uttar Pradesh,2003,Total Rape Victims,33,75,207,477,117,2,911,911
Uttar Pradesh,2003,Victims of Incest Rape,1,2,5,2,0,0,10,10
Uttar Pradesh,2003,Victims of Other Rape,32,73,202,475,117,2,901,901
Uttar Pradesh,2004,Total Rape Victims,53,99,242,838,163,2,1397,1397
Uttar Pradesh,2004,Victims of Incest Rape,0,2,21,9,3,0,35,35
Uttar Pradesh,2004,Victims of Other Rape,53,97,221,829,160,2,1362,1362
Uttar Pradesh,2005,Total Rape Victims,44,103,247,656,162,5,1217,1217
Uttar Pradesh,2005,Victims of Incest Rape,0,0,18,52,0,0,70,70
Uttar Pradesh,2005,Victims of Other Rape,44,103,229,604,162,5,1147,1147
Uttar Pradesh,2006,Total Rape Victims,18,56,273,780,184,3,1314,1314
Uttar Pradesh,2006,Victims of Incest Rape,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Victims of Other Rape,18,56,273,780,184,3,1314,1314
Uttar Pradesh,2007,Total Rape Victims,13,109,349,910,267,0,1648,1648
Uttar Pradesh,2007,Victims of Incest Rape,1,0,0,0,0,0,1,1
Uttar Pradesh,2007,Victims of Other Rape,12,109,349,910,267,0,1647,1647
Uttar Pradesh,2008,Total Rape Victims,44,171,685,785,186,0,1871,1871
Uttar Pradesh,2008,Victims of Incest Rape,0,0,0,0,1,0,1,1
Uttar Pradesh,2008,Victims of Other Rape,44,171,685,785,185,0,1870,1870
Uttar Pradesh,2009,Total Rape Victims,43,416,166,911,223,0,1759,1759
Uttar Pradesh,2009,Victims of Incest Rape,1,0,1,0,0,0,2,2
Uttar Pradesh,2009,Victims of Other Rape,42,416,165,911,223,0,1757,1757
Uttar Pradesh,2010,Total Rape Victims,43,162,246,862,250,0,1563,1563
Uttar Pradesh,2010,Victims of Incest Rape,0,1,2,1,0,0,4,4
Uttar Pradesh,2010,Victims of Other Rape,43,161,244,861,250,0,1559,1559
Uttarakhand,2001,Total Rape Victims,6,7,16,38,7,0,74,74
Uttarakhand,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
Uttarakhand,2001,Victims of Other Rape,6,7,16,38,7,0,74,74
Uttarakhand,2002,Total Rape Victims,2,4,2,66,15,0,89,89
Uttarakhand,2002,Victims of Incest Rape,2,4,2,6,2,0,16,16
Uttarakhand,2002,Victims of Other Rape,0,0,0,60,13,0,73,73
Uttarakhand,2003,Total Rape Victims,1,4,6,83,13,0,107,107
Uttarakhand,2003,Victims of Incest Rape,0,0,0,2,0,0,2,2
Uttarakhand,2003,Victims of Other Rape,1,4,6,81,13,0,105,105
Uttarakhand,2004,Total Rape Victims,2,6,9,72,26,0,115,115
Uttarakhand,2004,Victims of Incest Rape,0,0,1,8,4,0,13,13
Uttarakhand,2004,Victims of Other Rape,2,6,8,64,22,0,102,102
Uttarakhand,2005,Total Rape Victims,3,3,12,95,20,0,133,133
Uttarakhand,2005,Victims of Incest Rape,0,0,0,2,1,0,3,3
Uttarakhand,2005,Victims of Other Rape,3,3,12,93,19,0,130,130
Uttarakhand,2006,Total Rape Victims,1,7,15,106,18,0,147,147
Uttarakhand,2006,Victims of Incest Rape,0,3,0,2,1,0,6,6
Uttarakhand,2006,Victims of Other Rape,1,4,15,104,17,0,141,141
Uttarakhand,2007,Total Rape Victims,1,9,7,74,26,0,117,117
Uttarakhand,2007,Victims of Incest Rape,0,2,4,2,0,0,8,8
Uttarakhand,2007,Victims of Other Rape,1,7,3,72,26,0,109,109
Uttarakhand,2008,Total Rape Victims,0,4,5,64,14,0,87,87
Uttarakhand,2008,Victims of Incest Rape,0,2,1,2,1,0,6,6
Uttarakhand,2008,Victims of Other Rape,0,2,4,62,13,0,81,81
Uttarakhand,2009,Total Rape Victims,1,3,3,89,15,0,111,111
Uttarakhand,2009,Victims of Incest Rape,0,3,1,2,0,0,6,6
Uttarakhand,2009,Victims of Other Rape,1,0,2,87,15,0,105,105
Uttarakhand,2010,Total Rape Victims,2,3,5,92,19,0,121,121
Uttarakhand,2010,Victims of Incest Rape,1,2,2,5,1,0,11,11
Uttarakhand,2010,Victims of Other Rape,1,1,3,87,18,0,110,110
West Bengal,2001,Total Rape Victims,4,3,5,594,103,0,709,709
West Bengal,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
West Bengal,2001,Victims of Other Rape,4,3,5,594,103,0,709,709
West Bengal,2002,Total Rape Victims,5,3,8,552,191,0,759,759
West Bengal,2002,Victims of Incest Rape,0,0,0,0,0,0,0,0
West Bengal,2002,Victims of Other Rape,5,3,8,552,191,0,759,759
West Bengal,2003,Total Rape Victims,5,7,4,826,158,2,1002,1002
West Bengal,2003,Victims of Incest Rape,1,2,0,12,0,0,15,15
West Bengal,2003,Victims of Other Rape,4,5,4,814,158,2,987,987
West Bengal,2004,Total Rape Victims,2,3,14,965,490,1,1475,1475
West Bengal,2004,Victims of Incest Rape,0,0,0,17,7,0,24,24
West Bengal,2004,Victims of Other Rape,2,3,14,948,483,1,1451,1451
West Bengal,2005,Total Rape Victims,3,0,3,1451,228,1,1686,1686
West Bengal,2005,Victims of Incest Rape,0,0,0,31,5,0,36,36
West Bengal,2005,Victims of Other Rape,3,0,3,1420,223,1,1650,1650
West Bengal,2006,Total Rape Victims,2,5,13,1477,234,0,1731,1731
West Bengal,2006,Victims of Incest Rape,0,0,0,6,0,0,6,6
West Bengal,2006,Victims of Other Rape,2,5,13,1471,234,0,1725,1725
West Bengal,2007,Total Rape Victims,14,42,36,1478,531,5,2106,2106
West Bengal,2007,Victims of Incest Rape,3,2,3,81,25,0,114,114
West Bengal,2007,Victims of Other Rape,11,40,33,1397,506,5,1992,1992
West Bengal,2008,Total Rape Victims,22,53,54,1629,504,1,2263,2263
West Bengal,2008,Victims of Incest Rape,5,2,1,1,0,0,9,9
West Bengal,2008,Victims of Other Rape,17,51,53,1628,504,1,2254,2254
West Bengal,2009,Total Rape Victims,6,18,85,1835,392,0,2336,2336
West Bengal,2009,Victims of Incest Rape,0,0,1,1,1,0,3,3
West Bengal,2009,Victims of Other Rape,6,18,84,1834,391,0,2333,2333
West Bengal,2010,Total Rape Victims,0,22,51,1779,459,0,2311,2311
West Bengal,2010,Victims of Incest Rape,0,1,0,2,1,0,4,4
West Bengal,2010,Victims of Other Rape,0,21,51,1777,458,0,2307,2307
